date,auto_sales,domestic_cement_sales,usd_pkr,textile_exports,fertilizers_sales,oil_imports,machinery_imports,borrowing,cps,m2,cpi,wpi,lsm
2022-06-30,36558,4972,204.367422,1817367.327,883,3176004.575,754929.819,18550413.71,9241217.241,27602980.65,21.3,38.9,131.9098511
2022-07-31,14453,1886.8,219.437089,1448781.903,530,2513337.126,494165.523,18749670.5,9108797.755,27197134.41,24.9,38.5,109.9657917
2022-08-31,15095,2909.1,220.886305,1714132.621,578,2415620.182,572657.602,18719806.06,9113714.272,27061345,27.3,41.2,114.1083199
2022-09-30,13815,3806,230.4658621,1614310.772,659,1624388.369,440135.776,19058059.2,9327379.336,27934240.11,23.2,38.87,111.6658847
2022-10-31,15787,3890.4,220.57243,1499067.974,648,1650530.955,413617.262,18934709.6,9241541.603,27529008.81,26.6,32.6,108.2987727
2022-11-30,20113,3861.7,222.3104544,1430351.949,NA,1354717.145,377039.803,18939443.72,9269315.961,27607982.76,23.8,27.7,111.3863583
2022-12-31,18313,3675.6,224.762406,1363762.906,NA,1337645.365,302761.906,18963649.01,9637569.672,27941562.64,24.5,27.11,124.8476606
2023-01-31,14742,3588.3,234.1359524,1306323.774,NA,1324237.94,248416.477,20107301.32,9408259.934,27674071.36,27.6,28.5,126.8211928
2023-02-28,10059,3589.7,266.6764367,1296252.062,NA,1347059.917,266048.1,20326533.55,9266395.108,27918291.7,31.5,36.5,126.9027553
2023-03-31,12643,3356.8,280.2024795,1321141.09,NA,1538797.588,313957.804,20908359.29,9258345.859,28796598.36,35.4,37.5,115.9932321
2023-04-30,7826,2530.6,284.9456592,1184279.706,NA,1337165.062,289478.79,21008708.25,9193232.598,29328548.87,36.4,33.4,104.6530608
2023-05-31,NA,NA,285.4859718,1334653.802,NA,1280857.043,284467.242,21557693.65,8971244.914,29537249.53,38,32.8,NA
2023-06-30,NA,NA,NA,NA,NA,NA,NA,21481749.94,8982291.996,30070111.84,NA,NA,NA
